,Course,Course Title,School,School Code,Department Name,Course Subject,Course Number,Average GPA,Total Grades,Level,Weeder,weeded%,Easy A,A%
900,HISTART 240,Art Medie Soc,"Literature, Science & the Arts",LSA,History Of Art Department,HISTART,240,3.5617647058823527,34,200.0,False,0.0,False,58.82352941176471
901,HISTART 250,Italian Renaissance Art,"Literature, Science & the Arts",LSA,History Of Art Department,HISTART,250,3.5281553398058256,103,200.0,False,0.0,False,59.22330097087378
902,HISTART 255,Visual Mythology,"Literature, Science & the Arts",LSA,History Of Art Department,HISTART,255,3.33936170212766,94,200.0,False,0.0,False,31.914893617021278
903,HISTART 260,17c Eur Ptg Sculp,"Literature, Science & the Arts",LSA,History Of Art Department,HISTART,260,3.5060606060606063,33,200.0,False,3.0303030303030303,False,54.54545454545454
904,HISTART 271,Origins of Modernism: Art and Culture in Nineteenth Century France,"Literature, Science & the Arts",LSA,History Of Art Department,HISTART,271,3.624861878453039,181,200.0,False,0.0,False,67.40331491712708
905,HISTART 272,Modern Art:  Avant-Garde to Contemporary,"Literature, Science & the Arts",LSA,History Of Art Department,HISTART,272,3.591919191919193,99,200.0,False,0.0,False,69.6969696969697
906,HISTART 292,Introduction to Japanese Art and Culture,"Literature, Science & the Arts",LSA,History Of Art Department,HISTART,292,3.703409090909092,88,200.0,False,0.0,False,75.0
907,HISTART 338,Representing Fashion: Costume and Dress in the Visual Arts,"Literature, Science & the Arts",LSA,History Of Art Department,HISTART,338,3.3988095238095246,84,300.0,False,0.0,False,44.047619047619044
908,HISTART 341,Gothic Age,"Literature, Science & the Arts",LSA,History Of Art Department,HISTART,341,3.44,40,300.0,False,0.0,False,45.0
909,HISTART 355,MiraculousDiabolical,"Literature, Science & the Arts",LSA,History Of Art Department,HISTART,355,3.6437500000000003,32,300.0,False,0.0,False,71.875
910,HISTART 392,Anime to Zen:  Japanese Art through Contemporary Popular Culture,"Literature, Science & the Arts",LSA,History Of Art Department,HISTART,392,3.6430379746835446,79,300.0,False,2.5316455696202533,False,74.68354430379746
911,HISTART 393,Undergraduate Seminar,"Literature, Science & the Arts",LSA,History Of Art Department,HISTART,393,3.6325443786982254,169,300.0,False,1.7751479289940828,False,75.14792899408283
912,HISTORY 101,What is History?,"Literature, Science & the Arts",LSA,History Department,HISTORY,101,3.2894886363636364,352,100.0,False,4.261363636363636,False,47.159090909090914
913,HISTORY 103,Introduction to History in the Humanities,"Literature, Science & the Arts",LSA,History Department,HISTORY,103,3.2676923076923075,130,100.0,False,0.0,False,36.15384615384615
914,HISTORY 105,Introduction to Religion,"Literature, Science & the Arts",LSA,History Department,HISTORY,105,3.311510791366906,139,100.0,False,0.7194244604316548,False,42.44604316546763
915,HISTORY 195,The Writing of History,"Literature, Science & the Arts",LSA,History Department,HISTORY,195,3.6672064777327935,247,100.0,False,0.0,False,72.8744939271255
916,HISTORY 196,First Year Seminar in Social Sciences,"Literature, Science & the Arts",LSA,History Department,HISTORY,196,3.7146341463414636,41,100.0,False,0.0,False,75.60975609756098
917,HISTORY 197,First-Year Seminar in the Humanities,"Literature, Science & the Arts",LSA,History Department,HISTORY,197,3.5948186528497406,193,100.0,False,1.0362694300518136,False,65.80310880829016
918,HISTORY 200,Ancient Greece to 323 B.C.E.,"Literature, Science & the Arts",LSA,History Department,HISTORY,200,3.3650485436893205,103,200.0,False,4.854368932038835,False,55.33980582524271
919,HISTORY 201,Rome,"Literature, Science & the Arts",LSA,History Department,HISTORY,201,3.2922705314009657,207,200.0,False,1.4492753623188406,False,40.57971014492754
920,HISTORY 202,Doing History,"Literature, Science & the Arts",LSA,History Department,HISTORY,202,3.6111627906976747,215,200.0,False,0.46511627906976744,False,66.97674418604652
921,HISTORY 205,Modern East Asia,"Literature, Science & the Arts",LSA,History Department,HISTORY,205,3.393333333333333,30,200.0,True,6.666666666666667,False,60.0
922,HISTORY 207,Southeast Asian Civilization,"Literature, Science & the Arts",LSA,History Department,HISTORY,207,3.5857142857142854,49,200.0,False,0.0,False,59.183673469387756
923,HISTORY 210,"Early Medieval Europe, 300-1000","Literature, Science & the Arts",LSA,History Department,HISTORY,210,3.0539682539682538,63,200.0,True,6.349206349206349,False,31.746031746031743
924,HISTORY 211,"Later Medieval Europe, 1000-1500","Literature, Science & the Arts",LSA,History Department,HISTORY,211,3.311111111111112,81,200.0,False,0.0,False,45.67901234567901
925,HISTORY 214,,"Literature, Science & the Arts",LSA,,HISTORY,214,3.3485714285714288,35,200.0,False,0.0,False,34.285714285714285
926,HISTORY 215,The History of Disaster,"Literature, Science & the Arts",LSA,History Department,HISTORY,215,3.6268292682926826,41,200.0,False,0.0,False,73.17073170731707
927,HISTORY 216,War and Society in the 20th Century: World War I,"Literature, Science & the Arts",LSA,History Department,HISTORY,216,3.520224719101123,89,200.0,False,0.0,False,55.0561797752809
928,HISTORY 223,Trashed!  A History of Garbage in the Modern World,"Literature, Science & the Arts",LSA,History Department,HISTORY,223,3.4451612903225812,31,200.0,False,0.0,False,51.61290322580645
929,HISTORY 224,Global Nuclear Proliferation,"Literature, Science & the Arts",LSA,History Department,HISTORY,224,3.4886363636363638,44,200.0,False,0.0,False,54.54545454545454
930,HISTORY 227,British Empire,"Literature, Science & the Arts",LSA,History Department,HISTORY,227,3.3818181818181823,33,200.0,False,0.0,False,42.42424242424242
931,HISTORY 230,Humanities Topics in History,"Literature, Science & the Arts",LSA,History Department,HISTORY,230,3.6474226804123706,97,200.0,False,0.0,False,72.16494845360825
932,HISTORY 231,Social Science Topics in History,"Literature, Science & the Arts",LSA,History Department,HISTORY,231,3.5055555555555555,36,200.0,True,5.555555555555555,False,66.66666666666666
933,HISTORY 232,ID Topics in History,"Literature, Science & the Arts",LSA,History Department,HISTORY,232,3.7037735849056608,53,200.0,False,0.0,False,69.81132075471697
934,HISTORY 233,History of Sexually Transmitted Diseases from Syphilis to AIDS,"Literature, Science & the Arts",LSA,History Department,HISTORY,233,3.431168831168831,77,200.0,False,1.2987012987012987,False,44.15584415584416
935,HISTORY 235,Law & Social Justice,"Literature, Science & the Arts",LSA,History Department,HISTORY,235,3.8249999999999993,40,200.0,False,0.0,True,90.0
936,HISTORY 239,The World Before 1492,"Literature, Science & the Arts",LSA,History Department,HISTORY,239,3.548571428571429,35,200.0,False,2.857142857142857,False,74.28571428571429
937,HISTORY 240,The World Since 1492,"Literature, Science & the Arts",LSA,History Department,HISTORY,240,3.638775510204081,49,200.0,False,0.0,False,75.51020408163265
938,HISTORY 241,America and Middle Eastern Wars,"Literature, Science & the Arts",LSA,History Department,HISTORY,241,3.101980198019802,101,200.0,True,6.9306930693069315,False,31.683168316831683
939,HISTORY 244,The History of the Arab-Israeli Conflict,"Literature, Science & the Arts",LSA,History Department,HISTORY,244,3.539956331877729,458,200.0,False,1.0917030567685588,False,58.951965065502186
940,HISTORY 246,Africa to 1850,"Literature, Science & the Arts",LSA,History Department,HISTORY,246,3.4566666666666666,30,200.0,False,3.3333333333333335,False,56.666666666666664
941,HISTORY 253,"Europe, 300-1648: The Rise and Fall of the Middle Ages","Literature, Science & the Arts",LSA,History Department,HISTORY,253,3.3675000000000006,40,200.0,False,0.0,False,45.0
942,HISTORY 257,Ancient Law,"Literature, Science & the Arts",LSA,History Department,HISTORY,257,3.4625,40,200.0,False,0.0,False,52.5
943,HISTORY 260,Religion in America,"Literature, Science & the Arts",LSA,History Department,HISTORY,260,3.4536312849162014,179,200.0,False,0.5586592178770949,False,52.513966480446925
944,HISTORY 261,"United States, 1865 to the Present","Literature, Science & the Arts",LSA,History Department,HISTORY,261,3.547286821705426,129,200.0,False,0.7751937984496124,False,64.34108527131784
945,HISTORY 262,The American South,"Literature, Science & the Arts",LSA,History Department,HISTORY,262,3.577777777777778,108,200.0,False,0.9259259259259258,False,66.66666666666666
946,HISTORY 266,Twentieth-Century American Wars as Social and Personal Experience,"Literature, Science & the Arts",LSA,History Department,HISTORY,266,3.086021505376344,93,200.0,False,1.0752688172043012,False,17.20430107526882
947,HISTORY 272,The Modern Civil Rights Movement,"Literature, Science & the Arts",LSA,History Department,HISTORY,272,3.5787878787878786,33,200.0,False,0.0,False,60.60606060606061
948,HISTORY 280,The Civil War Era in U.S. History,"Literature, Science & the Arts",LSA,History Department,HISTORY,280,3.3950000000000005,40,200.0,False,0.0,False,45.0
949,HISTORY 282,A History of the Economy,"Literature, Science & the Arts",LSA,History Department,HISTORY,282,3.447549019607843,204,200.0,False,3.431372549019608,False,60.29411764705882
950,HISTORY 284,Sickness and Health in Society: 1492 to the Present,"Literature, Science & the Arts",LSA,History Department,HISTORY,284,3.541935483870968,31,200.0,False,0.0,False,61.29032258064516
951,HISTORY 285,"Science, Technology, Medicine, and Society","Literature, Science & the Arts",LSA,History Department,HISTORY,285,3.338461538461538,65,200.0,False,0.0,False,40.0
952,HISTORY 302,The Roman Republic,"Literature, Science & the Arts",LSA,History Department,HISTORY,302,3.3500000000000005,66,300.0,False,4.545454545454546,False,60.60606060606061
953,HISTORY 315,American Constitutional History,"Literature, Science & the Arts",LSA,History Department,HISTORY,315,3.56984126984127,63,300.0,False,1.5873015873015872,False,68.25396825396825
954,HISTORY 318,"Europe in the Era of Total War, 1870-1945","Literature, Science & the Arts",LSA,History Department,HISTORY,318,3.3589552238805975,134,300.0,False,1.4925373134328357,False,42.53731343283582
955,HISTORY 319,Europe Since 1945,"Literature, Science & the Arts",LSA,History Department,HISTORY,319,3.4226190476190483,84,300.0,False,0.0,False,48.80952380952381
956,HISTORY 320,"Britain, 1901-1939: Culture and Politics","Literature, Science & the Arts",LSA,History Department,HISTORY,320,3.512903225806452,31,300.0,False,0.0,False,54.83870967741935
957,HISTORY 322,The Origins of Nazism,"Literature, Science & the Arts",LSA,History Department,HISTORY,322,3.3702508960573474,279,300.0,False,4.659498207885305,False,51.971326164874554
958,HISTORY 324,Muslims in Contemporary Europe,"Literature, Science & the Arts",LSA,History Department,HISTORY,324,3.6253333333333337,75,300.0,False,1.3333333333333335,False,69.33333333333334
959,HISTORY 327,History of Sexuality,"Literature, Science & the Arts",LSA,History Department,HISTORY,327,3.5043478260869563,92,300.0,False,2.1739130434782608,False,63.04347826086957
960,HISTORY 328,Humanities Topics in History,"Literature, Science & the Arts",LSA,History Department,HISTORY,328,3.4586419753086415,324,300.0,False,2.1604938271604937,False,57.098765432098766
961,HISTORY 329,Social Science Topics in History,"Literature, Science & the Arts",LSA,History Department,HISTORY,329,3.4206896551724135,87,300.0,False,3.4482758620689653,False,56.32183908045977
962,HISTORY 331,Poland in the Modern World,"Literature, Science & the Arts",LSA,History Department,HISTORY,331,3.0225,80,300.0,False,12.5,False,40.0
963,HISTORY 335,Immigration Law: Critical Approaches to Contemporary Issues,"Literature, Science & the Arts",LSA,History Department,HISTORY,335,3.640540540540541,37,300.0,False,0.0,False,67.56756756756756
964,HISTORY 344,The History of Detroit in the 20th Century,"Literature, Science & the Arts",LSA,History Department,HISTORY,344,3.7578947368421054,38,300.0,False,0.0,False,89.47368421052632
965,HISTORY 345,History and Theory of Punishment,"Literature, Science & the Arts",LSA,History Department,HISTORY,345,3.7300000000000004,80,300.0,False,0.0,False,78.75
966,HISTORY 346,History of American Radicalism,"Literature, Science & the Arts",LSA,History Department,HISTORY,346,3.508571428571429,35,300.0,False,0.0,False,71.42857142857143
967,HISTORY 347,Latin America: The Colonial Period,"Literature, Science & the Arts",LSA,History Department,HISTORY,347,3.4056338028169018,71,300.0,False,1.4084507042253522,False,50.70422535211267
968,HISTORY 348,Latin America: The National Period,"Literature, Science & the Arts",LSA,History Department,HISTORY,348,3.479069767441861,43,300.0,False,0.0,False,60.46511627906976
969,HISTORY 349,Revolutionary Movements in Modern Latin America,"Literature, Science & the Arts",LSA,History Department,HISTORY,349,3.572222222222222,36,300.0,False,0.0,False,58.333333333333336
970,HISTORY 374,"The Politics and Culture of the ""Sixties""","Literature, Science & the Arts",LSA,History Department,HISTORY,374,3.595327102803738,107,300.0,False,0.0,False,69.1588785046729
971,HISTORY 375,A History of Witchcraft: The 1692 Salem Trials in Historical and Cross-Cultural Perspective,"Literature, Science & the Arts",LSA,History Department,HISTORY,375,3.7041860465116283,215,300.0,False,0.46511627906976744,False,79.06976744186046
972,HISTORY 376,Epidemics: Plagues and Cultures from the Black Death to the Present,"Literature, Science & the Arts",LSA,History Department,HISTORY,376,3.5384615384615383,52,300.0,False,1.9230769230769231,False,55.769230769230774
973,HISTORY 386,The Holocaust,"Literature, Science & the Arts",LSA,History Department,HISTORY,386,3.4971698113207546,212,300.0,False,1.8867924528301887,False,65.09433962264151
974,HISTORY 399,Topics in History,"Literature, Science & the Arts",LSA,History Department,HISTORY,399,3.5881355932203385,118,300.0,False,2.5423728813559325,False,73.72881355932203
975,HISTORY 443,Modern Middle East History,"Literature, Science & the Arts",LSA,History Department,HISTORY,443,3.5842105263157897,38,400.0,False,0.0,False,65.78947368421053
976,HISTORY 496,Modern Inner Asia,"Literature, Science & the Arts",LSA,History Department,HISTORY,496,3.6691176470588234,68,400.0,False,0.0,False,69.11764705882352
977,HISTORY 497,"Technology, Colonialism, and Development","Literature, Science & the Arts",LSA,History Department,HISTORY,497,3.6282608695652177,92,400.0,False,0.0,False,64.13043478260869
978,HMP 553,Data Management,Public Health,PH,Health Management And Policy,HMP,553,3.784375,64,500.0,False,0.0,False,85.9375
979,HMP 600,The Health Services System I,Public Health,PH,Health Management And Policy,HMP,600,3.7946524064171125,187,600.0,False,0.0,False,85.56149732620321
980,HMP 601,Healthcare Quality,Public Health,PH,Health Management And Policy,HMP,601,3.9352,125,600.0,False,0.0,True,97.6
981,HMP 602,Srvy US Hl Care Syst,Public Health,PH,Health Management And Policy,HMP,602,3.640955631399317,293,600.0,False,0.0,False,69.96587030716724
982,HMP 603,Managing Health Care,Public Health,PH,Health Management And Policy,HMP,603,3.976282051282051,156,600.0,False,0.0,True,99.35897435897436
983,HMP 606,Mgt Acctg H C Admin,Public Health,PH,Health Management And Policy,HMP,606,3.826890756302521,119,600.0,False,0.0,True,90.75630252100841
984,HMP 607,Corp Fin H C Admin,Public Health,PH,Health Management And Policy,HMP,607,3.9014492753623196,138,600.0,False,0.0,True,97.10144927536231
985,HMP 608,Health Care Financial Accounting,Public Health,PH,Health Management And Policy,HMP,608,3.8233333333333333,150,600.0,False,0.0,False,87.33333333333333
986,HMP 610,Cost-Effectiveness Analysis in Health,Public Health,PH,Health Management And Policy,HMP,610,3.687412587412587,143,600.0,False,0.0,False,76.22377622377621
987,HMP 615,Introduction to Public Health Policy,Public Health,PH,Health Management And Policy,HMP,615,3.75921052631579,152,600.0,False,0.0,False,84.21052631578947
988,HMP 652,Health Law,Public Health,PH,Health Management And Policy,HMP,652,3.5304054054054053,148,600.0,False,0.0,False,54.729729729729726
989,HMP 653,Law&Public Health,Public Health,PH,Health Management And Policy,HMP,653,3.524242424242424,33,600.0,False,0.0,False,51.515151515151516
990,HMP 654,Oper&Control Syst,Public Health,PH,Health Management And Policy,HMP,654,3.680909090909091,110,600.0,False,0.9090909090909091,False,75.45454545454545
991,HMP 660,Microeconomics Theory I,Public Health,PH,Health Management And Policy,HMP,660,3.4582781456953637,151,600.0,False,0.0,False,51.65562913907284
992,HMP 668,Introduction to Health Informatics,Public Health,PH,Health Management And Policy,HMP,668,3.8452054794520554,73,600.0,False,0.0,False,89.04109589041096
993,HMP 674,Economics of Health,Public Health,PH,Health Management And Policy,HMP,674,3.558064516129032,279,600.0,False,0.0,False,56.98924731182796
994,HMP 682,Case Stdy Hlt Serv,Public Health,PH,Health Management And Policy,HMP,682,3.8232142857142857,112,600.0,False,0.0,True,95.53571428571429
995,HONORS 230,Honors Core in Social Science,"Literature, Science & the Arts",LSA,Honors Program,HONORS,230,3.9718749999999994,384,200.0,False,0.0,True,98.95833333333334
996,HONORS 231,Honors Core in Humanities,"Literature, Science & the Arts",LSA,Honors Program,HONORS,231,3.808955223880597,134,200.0,False,0.0,False,86.56716417910447
997,HONORS 232,Honors Core in Natural Science,"Literature, Science & the Arts",LSA,Honors Program,HONORS,232,3.8977832512315276,406,200.0,False,0.7389162561576355,False,94.82758620689656
998,HONORS 240,Honors Core Writing in Social Science,"Literature, Science & the Arts",LSA,Honors Program,HONORS,240,3.9448,250,200.0,False,0.0,True,96.8
999,HONORS 241,Honors Core Writing in Humanities,"Literature, Science & the Arts",LSA,Honors Program,HONORS,241,3.8768750000000005,160,200.0,False,0.625,False,94.375
1000,HONORS 242,Honors Core Writing in Natural Science,"Literature, Science & the Arts",LSA,Honors Program,HONORS,242,3.961111111111111,36,200.0,False,0.0,True,94.44444444444444
1001,HS 505,Team-Based Decisions,Nursing,NUR,School Of Nursing,HS,505,3.9163636363636365,55,500.0,False,0.0,True,92.72727272727272
1002,HS 550,Scientific Methods for Health Sciences:  Fundamentals,Nursing,NUR,School Of Nursing,HS,550,3.902439024390244,41,500.0,False,0.0,True,90.2439024390244
1003,INTLSTD 101,Introduction to International Studies,"Literature, Science & the Arts",LSA,LSA II: Prog in Internat'l & Comparative Studies,INTLSTD,101,3.5007423117709435,943,100.0,False,1.378579003181336,False,60.127253446447504
1004,INTLSTD 205,What is History?,"Literature, Science & the Arts",LSA,LSA II: Prog in Internat'l & Comparative Studies,INTLSTD,205,3.4904000000000006,125,200.0,False,2.4,False,58.4
1005,INTLSTD 301,Topics in International Studies,"Literature, Science & the Arts",LSA,LSA II: Prog in Internat'l & Comparative Studies,INTLSTD,301,3.783772819472617,493,300.0,False,0.4056795131845842,False,83.56997971602435
1006,INTLSTD 401,International Studies Advanced Seminar,"Literature, Science & the Arts",LSA,LSA II: Prog in Internat'l & Comparative Studies,INTLSTD,401,3.6622605363984677,522,400.0,False,1.7241379310344827,False,77.01149425287356
1007,IOE 201,Economic Decision Making,Engineering,ENG,Industrial-Operations Engr Dep,IOE,201,3.3691415313225055,431,200.0,False,4.640371229698376,False,57.772621809744784
1008,IOE 202,Operations Modeling,Engineering,ENG,Industrial-Operations Engr Dep,IOE,202,3.42579185520362,442,200.0,False,1.809954751131222,False,56.10859728506787
1009,IOE 265,Probability and Statistics for Engineers,Engineering,ENG,Industrial-Operations Engr Dep,IOE,265,3.409475806451613,496,200.0,False,1.2096774193548387,False,51.61290322580645
1010,IOE 310,Introduction to Optimization Methods,Engineering,ENG,Industrial-Operations Engr Dep,IOE,310,3.4639386189258308,391,300.0,False,1.7902813299232736,False,57.8005115089514
1011,IOE 316,Introduction to Markov Processes,Engineering,ENG,Industrial-Operations Engr Dep,IOE,316,3.3005263157894738,380,300.0,False,3.684210526315789,False,49.73684210526316
1012,IOE 333,Ergonomics,Engineering,ENG,Industrial-Operations Engr Dep,IOE,333,3.1683098591549297,426,300.0,False,3.5211267605633805,False,34.037558685446015
1013,IOE 334,Ergonomics Lab,Engineering,ENG,Industrial-Operations Engr Dep,IOE,334,3.344,375,300.0,False,0.26666666666666666,False,35.46666666666667
1014,IOE 366,Linear Statistical Models,Engineering,ENG,Industrial-Operations Engr Dep,IOE,366,3.3949735449735456,378,300.0,False,1.0582010582010581,False,49.735449735449734
1015,IOE 373,Data Processing,Engineering,ENG,Industrial-Operations Engr Dep,IOE,373,3.75855421686747,415,300.0,False,0.9638554216867471,False,83.37349397590361
1016,IOE 413,Optimization Modeling in Health Care,Engineering,ENG,Industrial-Operations Engr Dep,IOE,413,3.054285714285714,70,400.0,False,10.0,False,37.142857142857146
1017,IOE 416,Queueing Systems,Engineering,ENG,Industrial-Operations Engr Dep,IOE,416,3.4163043478260873,92,400.0,False,0.0,False,54.347826086956516
1018,IOE 419,Service Operations Management,Engineering,ENG,Industrial-Operations Engr Dep,IOE,419,3.4458333333333337,120,400.0,False,3.3333333333333335,False,55.00000000000001
1019,IOE 421,Work Organizations,Engineering,ENG,Industrial-Operations Engr Dep,IOE,421,3.633018867924528,106,400.0,False,0.0,False,76.41509433962264
1020,IOE 422,Entrepreneurship,Engineering,ENG,Industrial-Operations Engr Dep,IOE,422,3.4796296296296303,108,400.0,False,0.0,False,53.70370370370371
1021,IOE 424,Practicum in Production and Service,Engineering,ENG,Industrial-Operations Engr Dep,IOE,424,3.914678899082569,218,400.0,False,0.0,True,95.87155963302753
1022,IOE 425,Lean Manufacturing and Services,Engineering,ENG,Industrial-Operations Engr Dep,IOE,425,3.6799479166666664,384,400.0,False,0.0,False,74.21875
1023,IOE 430,Global Cultural Systems Engineering,Engineering,ENG,Industrial-Operations Engr Dep,IOE,430,3.4848920863309347,139,400.0,False,0.0,False,52.51798561151079
1024,IOE 434,Human Error and Complex System Failures,Engineering,ENG,Industrial-Operations Engr Dep,IOE,434,3.693421052631579,76,400.0,False,0.0,False,71.05263157894737
1025,IOE 436,Human Factors in Computer Systems,Engineering,ENG,Industrial-Operations Engr Dep,IOE,436,3.4612903225806453,31,400.0,False,0.0,False,51.61290322580645
1026,IOE 438,Occupational Safety Management,Engineering,ENG,Industrial-Operations Engr Dep,IOE,438,3.3990566037735843,106,400.0,False,0.0,False,44.339622641509436
1027,IOE 440,Operations Analysis and Management,Engineering,ENG,Industrial-Operations Engr Dep,IOE,440,3.7005263157894737,190,400.0,False,0.0,False,72.10526315789474
1028,IOE 441,Prod&Inv Contrl,Engineering,ENG,Industrial-Operations Engr Dep,IOE,441,3.70593220338983,118,400.0,False,0.0,False,73.72881355932203
1029,IOE 452,Corporate Finance,Engineering,ENG,Industrial-Operations Engr Dep,IOE,452,3.6999999999999997,147,400.0,False,0.0,False,73.46938775510205
1030,IOE 453,Derivative Instruments,Engineering,ENG,Industrial-Operations Engr Dep,IOE,453,3.5357142857142865,42,400.0,False,0.0,False,59.523809523809526
1031,IOE 460,Decision Analysis,Engineering,ENG,Industrial-Operations Engr Dep,IOE,460,3.4954545454545456,88,400.0,False,2.272727272727273,False,60.22727272727273
1032,IOE 461,Quality Engineering Principles and Analysis,Engineering,ENG,Industrial-Operations Engr Dep,IOE,461,3.408510638297873,235,400.0,False,0.425531914893617,False,47.23404255319149
1033,IOE 463,Measurement and Design of Work,Engineering,ENG,Industrial-Operations Engr Dep,IOE,463,3.941666666666667,72,400.0,False,0.0,True,97.22222222222221
1034,IOE 465,Design of Experiments,Engineering,ENG,Industrial-Operations Engr Dep,IOE,465,3.7147058823529413,68,400.0,False,0.0,False,73.52941176470588
1035,IOE 466,Statistical Quality Control,Engineering,ENG,Industrial-Operations Engr Dep,IOE,466,3.5228310502283104,219,400.0,False,0.45662100456621,False,58.44748858447488
1036,IOE 474,Simulation,Engineering,ENG,Industrial-Operations Engr Dep,IOE,474,3.7317982456140353,456,400.0,False,1.5350877192982455,False,79.16666666666666
1037,IOE 481,Practicum in Hospital Systems,Engineering,ENG,Industrial-Operations Engr Dep,IOE,481,3.8707692307692305,130,400.0,False,0.0,True,93.07692307692308
1038,IOE 491,Spec Top Ind Engr,Engineering,ENG,Industrial-Operations Engr Dep,IOE,491,3.689473684210526,38,400.0,False,0.0,False,76.31578947368422
1039,IOE 510,Linear Programming I,Engineering,ENG,Industrial-Operations Engr Dep,IOE,510,3.714666666666667,75,500.0,False,0.0,False,78.66666666666666
1040,IOE 512,Dynamic Programming,Engineering,ENG,Industrial-Operations Engr Dep,IOE,512,3.606060606060606,33,500.0,False,0.0,False,60.60606060606061
1041,IOE 515,Stochastic Processes,Engineering,ENG,Industrial-Operations Engr Dep,IOE,515,3.5600000000000005,30,500.0,False,0.0,False,60.0
1042,IOE 536,Cognitive Ergonomic,Engineering,ENG,Industrial-Operations Engr Dep,IOE,536,3.7891891891891896,37,500.0,False,0.0,True,91.8918918918919
1043,IOE 543,Scheduling,Engineering,ENG,Industrial-Operations Engr Dep,IOE,543,3.6538461538461537,39,500.0,False,0.0,False,69.23076923076923
1044,IOE 548,Integrated Prod Dev,Engineering,ENG,Industrial-Operations Engr Dep,IOE,548,3.6750000000000003,72,500.0,False,0.0,False,66.66666666666666
1045,IOE 551,"Benchmarking, Productivity Analysis and Performance Measurement",Engineering,ENG,Industrial-Operations Engr Dep,IOE,551,4.0,36,500.0,False,0.0,True,100.0
1046,IOE 591,Special Topics,Engineering,ENG,Industrial-Operations Engr Dep,IOE,591,3.81931330472103,233,500.0,False,0.4291845493562232,False,84.54935622317596
1047,IOE 611,Nonlinear Programming,Engineering,ENG,Industrial-Operations Engr Dep,IOE,611,3.5677419354838706,31,600.0,False,0.0,False,70.96774193548387
1048,ISD 520,Introduction to Systems Engineering,Engineering,ENG,Integrative Systems and Design,ISD,520,3.522222222222222,180,500.0,False,1.6666666666666667,False,62.22222222222222
1049,ISD 599,Special topics in ISD,Engineering,ENG,Integrative Systems and Design,ISD,599,3.6700000000000004,50,500.0,False,0.0,False,70.0
1050,ITALIAN 101,Elementary Italian,"Literature, Science & the Arts",LSA,Romance Languages Department,ITALIAN,101,3.0902356902356907,297,100.0,True,5.387205387205387,False,34.00673400673401
1051,ITALIAN 102,Elementary Italian,"Literature, Science & the Arts",LSA,Romance Languages Department,ITALIAN,102,2.97452229299363,157,100.0,True,9.554140127388536,False,31.210191082802545
1052,ITALIAN 231,Second-Year Italian,"Literature, Science & the Arts",LSA,Romance Languages Department,ITALIAN,231,3.1639999999999997,100,200.0,False,4.0,False,35.0
1053,ITALIAN 232,"Second-Year Italian, Continued","Literature, Science & the Arts",LSA,Romance Languages Department,ITALIAN,232,3.322881355932203,118,200.0,False,0.847457627118644,False,49.152542372881356
1054,ITALIAN 240,Italian Mafia,"Literature, Science & the Arts",LSA,Romance Languages Department,ITALIAN,240,3.574757281553398,103,200.0,False,0.9708737864077669,False,62.13592233009708
1055,JAZZ 450,Contemplative Practice Seminar,"Music, Theatre & Dance",MUS,"School of Music, Theatre and Dance",JAZZ,450,3.973333333333333,360,400.0,False,0.0,True,99.16666666666667
1056,JAZZ 454,Special Topics,"Music, Theatre & Dance",MUS,"School of Music, Theatre and Dance",JAZZ,454,3.9345588235294118,136,400.0,False,0.0,True,94.11764705882352
1057,JAZZ 455,Creat&Consciousness,"Music, Theatre & Dance",MUS,"School of Music, Theatre and Dance",JAZZ,455,3.935135135135135,37,400.0,False,0.0,True,91.8918918918919
1058,JUDAIC 150,First Year Seminar in Judaic Studies,"Literature, Science & the Arts",LSA,Judaic Studies Program,JUDAIC,150,3.8272727272727276,33,100.0,False,0.0,True,90.9090909090909
1059,JUDAIC 205,What is Judaism?,"Literature, Science & the Arts",LSA,Judaic Studies Program,JUDAIC,205,3.8696969696969696,33,200.0,False,0.0,True,96.96969696969697
1060,JUDAIC 244,The History of the Arab-Israeli Conflict,"Literature, Science & the Arts",LSA,Judaic Studies Program,JUDAIC,244,3.4548148148148146,135,200.0,False,0.7407407407407408,False,54.074074074074076
1061,JUDAIC 277,The Land of Israel/Palestine through the Ages,"Literature, Science & the Arts",LSA,Judaic Studies Program,JUDAIC,277,3.604132231404959,121,200.0,False,0.8264462809917356,False,65.28925619834712
1062,JUDAIC 351,Anne Frank in Context,"Literature, Science & the Arts",LSA,Judaic Studies Program,JUDAIC,351,3.859375,32,300.0,False,0.0,True,90.625
1063,JUDAIC 386,The Holocaust,"Literature, Science & the Arts",LSA,Judaic Studies Program,JUDAIC,386,3.754545454545455,33,300.0,False,0.0,False,72.72727272727273
1064,KINESLGY 509,,Kinesiology,KIN,,KINESLGY,509,3.7294117647058824,34,500.0,False,0.0,False,79.41176470588235
1065,KINESLGY 514,,Kinesiology,KIN,,KINESLGY,514,3.7236842105263164,38,500.0,False,0.0,True,92.10526315789474
1066,KINESLGY 550,,Kinesiology,KIN,,KINESLGY,550,3.8800000000000003,30,500.0,False,0.0,True,100.0
1067,KINESLGY 615,Phil Sci Res Kines,Kinesiology,KIN,School Of Kinesiology,KINESLGY,615,3.7764705882352945,34,600.0,False,0.0,False,82.35294117647058
